aversion,scenario,xt_0.25,xt_0.5,xt_1.0,xt_2.0
Bankruptcy,Base,3.427329975704908,3.4612723985814005,3.5047636986293247,3.437994410028993
Bankruptcy,Lower fixed costs (higher y0),0.9019098040177738,0.9280396330676699,0.8808421533852586,0.8423525314264552
Bankruptcy,Higher fixed costs (lower y0),2.8082900486773505,2.8988112895191187,2.9652592441191294,2.9344094775495537
Bankruptcy,Higher interest rate k,3.287682736403106,3.315004859759833,3.328587463810147,3.2686514877958617
Risk-averse,Base,4.191050980491143,4.314575964433007,4.460864847172235,4.258859176219261
Risk-averse,Higher fixed costs (lower y0),33.4525623688776,32.99913874193138,30.015907661631662,24.922324894196972
Risk-averse,Higher risk-aversion a,37.05440291193189,44.13691211070492,67.22278654122209,62.75455007458793
Risk-averse,Higher interest rate k,5.391129253297388,5.421384510904257,5.263955463068998,4.580682044382107
Risk-averse,Lower B_limit,1.3469549264149612,1.3747266410479542,1.4365070597080143,1.4176448257728074
